osm_type,osm_id,lat,lon,name,amenity,shop,office,building,landuse,tourism,historic
node,5091502732,54.6857048,25.2754935,Fashion Gold,,jewelry,,,,,
node,5091502733,54.6858787,25.2757802,Švitė,,travel_agency,,,,,
node,5095080524,54.672421,25.2809592,Čeburėkinė,cafe,,,,,,
node,5096945123,54.6772925,25.2128412,,,hairdresser,,,,,
node,5098057373,54.7172777,25.2225803,Alanya,,confectionery,,,,,
node,5098467811,54.6989145,25.246184,Party Inbox,,gift,,,,,
node,5099705121,54.7031682,25.2773625,Exadel,,,company,,,,
node,5100374221,54.6774408,25.2659161,DOM Classic,,,company,,,,
node,5102352621,54.7278211,25.2371571,Eljunga UAB,,electronics,,,,,
node,5103751397,54.6907971,25.2766029,Svajonių pilis,,convenience,,,,,
node,5105402244,54.6998876,25.2675588,Lietuvos Vaikų ir Jaunimo Centras,,,,,,,
node,5107229119,54.6738628,25.3254738,Markučių dvaro muziejus,,,,,,museum,
node,5112630725,54.6742461,25.2879316,Moon Garden masažo studija,,massage,,,,,
node,5112813321,54.6924429,25.2812753,Euronamas UAB,,,company,,,,
node,5124156759,54.7104615,25.1863933,NanoWay,car_wash,car_parts,,,,,
node,5126368021,54.679238,25.2893971,Bromas,pub,,,,,,
node,5126368121,54.6865939,25.2833981,Craft & Draft,bar,,,,,,
node,5135320922,54.7210072,25.2804211,Western Union,,,company,,,,
node,5137028820,54.6697691,25.2598328,,charging_station,,,,,,
node,5156608460,54.6934866,25.3031954,Danijos Karalystės ambasada,,,diplomatic,,,,
node,5163589190,54.682961,25.2879904,Knygynas „Littera“,,books,,,,,
node,5166960067,54.7251066,25.3031096,Grūstė,,convenience,,,,,
node,5170577221,54.6878489,25.2634188,Sport Point,,sports,,,,,
node,5185914653,54.6791356,25.288576,Mason restoranas,restaurant,,,,,,
node,5186040997,54.7231553,25.2301173,Morendi,,car_repair,,,,,
node,5186570383,54.7536346,25.2788739,Ligoninės valgykla,restaurant,,,,,,
node,5195319692,54.6806612,25.2885478,Prancūzų institutas Lietuvoje,,,educational_institution,,,,
node,5200299851,54.7288375,25.2692499,Iki,,supermarket,,,,,
node,5200718181,54.7294183,25.2710425,Pamukkale Kebabai,fast_food,,,,,,
node,5202789922,54.6761145,25.251845,Akių ligų gydymo centras,,optician,,,,,
node,5203744121,54.6992523,25.285014,Ugruzina,restaurant,,,,,,
node,5203760735,54.6896739,25.2766958,Neries muzikos mokykla,school,,,,,,
node,5205931223,54.6814605,25.2858524,Potions,bar,,,,,,
node,5212098821,54.7178087,25.2859171,Simbiocity,,,company,,,,
node,5219441127,54.6451817,25.3299693,UAB Terminal,,,company,,,,
node,5228861892,54.6875364,25.2757331,Valgykla „Sodžius“,restaurant,,,,,,
node,5238552258,54.6519548,25.2772343,Garmin Store,,electronics,,,,,
node,5240629593,54.7152796,25.2459365,,charging_station,,,,,,
node,5240629594,54.7128718,25.3038906,,charging_station,,,,,,
node,5242228989,54.6582124,25.1589663,Kebab Inn,fast_food,,,,,,
node,5247050622,54.7137066,25.2970603,Veggo,,convenience,,,,,
node,5257230907,54.69382,25.2762553,Grill London,bar,,,,,,
node,5260168021,54.6617557,25.3380777,Tores Bravoras,restaurant,,,,,,
node,5266023821,54.7367654,25.2260231,Kavinė Su skoniu,cafe,,,,,,
node,5275570528,54.6840085,25.2788597,Alchemikas,bar,,,,,,
node,5275570529,54.6840922,25.2786411,Piano man,bar,,,,,,
node,5275570530,54.6754416,25.2823439,Baziliskas,pub,,,,,,
node,5278514477,54.6738077,25.286099,Halės Deli,cafe,,,,,,
node,5278523893,54.6589455,25.155285,Gariūnuose,pub,,,,,,
node,5287005522,54.6752675,25.2829593,Aibė,,convenience,,,,,
node,5293124609,54.7240997,25.2155596,Radvilų autoservisas,,car_repair,,,,,
node,5293124610,54.7391271,25.2537663,Maksteka,,car_repair,,,,,
node,5309876921,54.7384189,25.2277732,StelAuto,,car,,,,,
node,5309903321,54.7315122,25.2360488,Renault,,car,,,,,
node,5317984779,54.6766859,25.2877559,Peri peri,restaurant,,,,,,
node,5324463337,54.6877331,25.2781893,Senolių tradicija,cafe,,,,,,
node,5325179701,54.6883983,25.2749898,"Centro poliklinika, Lukiškių filialas",clinic,,,,,,
node,5330990921,54.678789,25.2586847,MemelCarp,,fishing,,,,,
node,5335244422,54.680002,25.2795213,Cheers pub,pub,,,,,,
node,5340759322,54.6889058,25.275774,Litamicus,,travel_agency,,,,,
node,5342930490,54.6719943,25.2844681,Panorama,restaurant,,,,,,
node,5363183165,54.6792139,25.2891782,ARZA Galerija,,art,,,,,
node,5363444021,54.699808,25.2585621,iDeal PLC „Panorama“,,computer,,,,,
node,5372466523,54.6261435,25.3482215,V. Vladimirovo iį.,,,company,,,,
node,5372472921,54.7144986,25.3034209,PC Vilma Electrics,,hardware,,,,,
node,5379200923,54.6907416,25.2633311,Caffeine,cafe,,,,,,
node,5379201022,54.7396823,25.2749143,Caif Cafe,cafe,,,,,,
node,5379201121,54.7396661,25.2741883,Hesburger,fast_food,,,,,,
node,5404871421,54.7684343,25.1969881,Regitra,,,government,,,,
node,5411749774,54.7335727,25.2520227,Express Pizza,restaurant,,,,,,
node,5449001280,54.6883782,25.2731331,Bonocosì,restaurant,,,,,,
node,5453712223,54.6757367,25.2836381,PM Bar,bar,,,,,,
node,5462917551,54.6917949,25.2883262,Meat SteakHouse,restaurant,,,,,,
node,5467684923,54.6851676,25.4251986,Elektro Markt Centras,,electronics,,,,,
node,5471138089,54.688516,25.275522,Fantomas,,hairdresser,,,,,
node,5480180422,54.6808763,25.2902145,Karčma 1863,restaurant,,,,,,
node,5484420582,54.7184122,25.2151719,Grill Kebab,fast_food,,,,,,
node,5484420583,54.7180837,25.2149653,,,car_repair,,,,,
node,5484420589,54.7183982,25.2230254,V. Litvinavičiaus įmonė,,car_repair,,,,,
node,5486381178,54.7406716,25.2759093,,charging_station,,,,,,
node,5503942287,54.6866032,25.2789379,Vengrijos respublikos ambasada,,,diplomatic,,,,
node,5511951090,54.6811538,25.289264,,,gift,,,,,
node,5513110029,54.7348437,25.2210146,Hadus kebabai,fast_food,,,,,,
node,5527557498,54.6984611,25.2711381,Caif Cafe,cafe,,,,,,
node,5527557502,54.6985709,25.2706972,Baltas dobilas,bar,,,,,,
node,5532630083,54.6759825,25.2728024,Interjero salonas,,furniture,,,,,
node,5542547824,54.7285558,25.2662979,Grožio namai „Amor“,,cosmetics,,,,,
node,5552153422,54.6566778,25.2308102,Padangų rojus,,tyres,,,,,
node,5559980270,54.6818155,25.2780741,Kamikadzė,restaurant,,,,,,
node,5572694648,54.6742706,25.2656026,Lemona,,radiotechnics,,,,,
node,5572694649,54.6745148,25.2655236,Ardena,,interior_decoration,,,,,
node,5572694650,54.6784485,25.2635181,,,hairdresser,,,,,
node,5572694651,54.6798083,25.2631018,Gordy Beauty Rituals,,hairdresser,,,,,
node,5572694652,54.6791522,25.264798,Grožio Fėja,,hairdresser,,,,,
node,5599245482,54.6795506,25.2832855,La Provence,restaurant,,,,,,
node,5599641821,54.6802336,25.275754,Park hotel,,,,,,hotel,
node,5613906221,54.6742831,25.2838597,Faustino,cafe,,,,,,
node,5613906421,54.6819884,25.2894591,balta balta,,gift,,,,,
node,5622758221,54.6839886,25.27726,Beigelių krautuvėlė,,bakery,,,,,
node,5622942423,54.6763081,25.2834031,La Petite France,,deli,,,,,
node,5624014521,54.6768485,25.2811245,Bizarre,restaurant,,,,,,
node,5637059721,54.6942903,25.2801454,Roboshop,,electronics,,,,,
node,5649497180,54.6967659,25.3018811,Ekspozicija „Tuskulėnų dvaro paslaptys“,,,,,,museum,
node,5661900821,54.7264824,25.2328147,Memo kebabinė,fast_food,,,,,,
node,5663937700,54.6841659,25.2903218,Lino Stilius,,clothes,,,,,
node,5664663997,54.6781068,25.2527169,Nijolės gėlių namai,,florist,,,,,
node,5671460849,54.7428705,25.2950579,Tech Arts,,,coworking,,,,
node,5674924977,54.6757362,25.2886565,Gintaro muziejus,,,,,,museum,
node,5689598433,54.7102136,25.315562,Akušerijos ir ginekologijos priėmimo-skubios pagalbos poskyris,,,hospital,,,,
node,5689598434,54.7102801,25.3155841,Nėštumo patologijos ir konsultacijų skyrius,,,hospital,,,,
node,5689598435,54.709935,25.3154041,Ginekologijos skyrius,,,hospital,,,,
node,5689598436,54.7098875,25.3153754,1-as gimdymo skyrius,,,hospital,,,,
node,5689598437,54.709831,25.3153506,2-as gimdymo skyrius,,,hospital,,,,
node,5689598438,54.7094696,25.3156715,Vaikų priėmimo-skubios pagalbos skyrius,,,hospital,,,,
node,5689598439,54.7094192,25.3157484,1-as vaikų ligų skyrius,,,hospital,,,,
node,5689598440,54.7094403,25.3155893,2-as vaikų ligų skyrius,,,hospital,,,,
node,5689598441,54.7085057,25.3179131,Intensyviosios terapijos skyrius,,,hospital,,,,
node,5691405421,54.6840718,25.2864771,Ambermuse,,jewelry,,,,,
node,5692493823,54.6828562,25.2802842,Mood,bar,,,,,,
node,5694383621,54.68296,25.292491,Dorė Palada,,jewelry,,,,,
node,5695333636,54.6472506,25.2163852,Plasta,,,company,,,,
node,5698680548,54.7074957,25.1832992,Kirpykla,,hairdresser,,,,,
node,5708841323,54.7244085,25.3196559,Kino studija,restaurant,,,,,,
node,5710368661,54.6929253,25.2812432,Valstybinis patentų biuras,,,government,,,,
node,5710765324,54.6793174,25.2843778,Holy Donut,cafe,,,,,,
node,5713163734,54.680439,25.288399,El Mercado,restaurant,,,,,,
node,5723551524,54.6749212,25.2891541,Suvenyrai,,gift,,,,,
node,5723560121,54.675215,25.2890164,Suvenyrai,,gift,,,,,
node,5723560221,54.6754011,25.2889601,Suvenyrai,,gift,,,,,
node,5724669531,54.6986739,25.2449034,Čik čik,,hairdresser,,,,,
node,5724824145,54.6844879,25.267594,FORT advokatų profesinė bendrija,,,lawyer,,,,
node,5765450689,54.6207854,25.0630331,,,car_parts,,,,,
node,5769577453,54.6519385,25.2215557,Minkštų baldų remontas,,furniture,,,,,
node,5791876131,54.7003603,25.2595934,Teltonika,,,company,,,,
node,5796006212,54.686534,25.2594633,Caffeine Roasters,cafe,,,,,,
node,5796006216,54.6874046,25.2596282,Bottlery,,beverages,,,,,
node,5796006217,54.6870256,25.25983,Joglė,,laundry,,,,,
node,5801176853,54.6751108,25.2837276,Humana,,clothes,,,,,
node,5806324880,54.6863007,25.2596352,Vadasiga,,furniture,,,,,
node,5806347198,54.6924843,25.2645163,Fresh Post,fast_food,,,,,,
node,5806674239,54.6825612,25.2655545,Bobos daržas,restaurant,,,,,,
node,5810412304,54.6814428,25.2989347,Kmyninė,,bakery,,,,,
node,5817982671,54.7099774,25.2635579,Caffeine,cafe,,,,,,
node,5837650385,54.6882389,25.2748521,Dote Jewellery,,jewelry,,,,,
node,5841265289,54.6821614,25.2797998,Plus Plus Plus Gastrobaras,restaurant,,,,,,
node,5853578592,54.6264037,25.1480425,Radijo ryšio sistemos,,supermarket,,,,,
node,5853794381,54.699499,25.2579967,Grill London,restaurant,,,,,,
node,5864176667,54.6791274,25.2630808,Baltic Blues Travel,,,guide,,,,
node,5864215065,54.7300307,25.2466984,SmarDoor.lt,,appliance,,,,,
node,5884068295,54.6817561,25.2995801,Tartle,,,,,,museum,
node,5891557628,54.7160276,25.3165736,Wraperia Suppa Kebs,fast_food,,,,,,
node,5898879810,54.686497,25.2841812,Vilniaus miesto 16-asis notaro biuras,,,notary,,,,
node,5899929630,54.6850173,25.358266,Belmonto kriokliai,restaurant,,,,,,
node,5904042685,54.6959835,25.2740634,Stokholmas,restaurant,,,,,,
node,5904381785,54.7096502,25.1873599,Express pizza,fast_food,,,,,,
node,5910024088,54.6830441,25.290405,Gabi,restaurant,,,,,,
node,5910186482,54.6777461,25.2846466,Georgian House,restaurant,,,,,,
node,5911775498,54.7112996,25.2642094,Elektromark,,electronics,,,,,
node,5911775499,54.714974,25.2762994,Topo centras,,electronics,,,,,
node,5912421279,54.6725049,25.2597114,Aplinkos apsaugos departamentas,,,government,,,,
node,5922798347,54.6879403,25.2840408,Vilniaus miesto 2-asis notarų biuras,,,notary,,,,
node,5922798348,54.6896293,25.2848092,Vilniaus miesto 33-iasis notaro biuras,,,notary,,,,
node,5938442841,54.7174514,25.2382705,Kirpykla,,hairdresser,,,,,
node,5938442842,54.7173452,25.2366896,Kirpykla,,hairdresser,,,,,
node,5941195068,54.7174513,25.2382809,Siuvykla,,tailor,,,,,
node,5958379108,54.7213253,25.3372901,Uni kebabai,fast_food,,,,,,
node,5978116612,54.6772196,25.2672431,Corner bistro,restaurant,,,,,,
node,5991577476,54.7315893,25.2803124,Jeruzalės Viešbutis,,,,,,hotel,
node,6009646567,54.6830538,25.2738334,Valgykla,cafe,,,,,,
node,6027894958,54.6761156,25.2547295,Tikrasis dažas,,paint,,,,,
node,6040207485,54.6847915,25.2910872,Mangal Men,restaurant,,,,,,
node,6044973609,54.6758548,25.291896,Tamsta,,musical_instrument,,,,,
node,6052597330,54.660655,25.2772647,Kirpykla,,hairdresser,,,,,
node,6052606994,54.6614599,25.2743506,Express Pizza,fast_food,,,,,,
node,6055193938,54.7285766,25.269025,Baltupių Šeimos medicinos centras,clinic,,,,,,
node,6055351700,54.7287831,25.2721069,Gusté,,hairdresser,,,,,
node,6055351701,54.7293777,25.2701439,,,hairdresser,,,,,
node,6085837759,54.7064671,25.2868489,Mano slidės,,ski,,,,,
node,6085862034,54.7136628,25.2950135,Terrasport,,ski,,,,,
node,6102966620,54.6857431,25.2747197,Meistras ir Margarita,,hairdresser,,,,,
node,6149210748,54.7143334,25.2958877,Lapė kepė,,bakery,,,,,
node,6149631949,54.6994005,25.2584859,Kika,,pet,,,,,
node,6149631950,54.7001276,25.2575269,Assorti,,grocery,,,,,
node,6149631951,54.7000516,25.2574304,Pizza 360,restaurant,,,,,,
node,6149631953,54.7000439,25.2573713,Mėsos broliai,,butcher,,,,,
node,6149631954,54.7001539,25.2573552,Steak Supply,,butcher,,,,,
node,6149631956,54.7000563,25.2571621,Wraperia Suppa Kebs,fast_food,,,,,,
node,6149631957,54.7000315,25.2573177,Thierry kepykla,,bakery,,,,,
node,6149631958,54.6998437,25.2567317,Vero Cafe,cafe,,,,,,
node,6149631959,54.7004453,25.2573606,McCafé,cafe,,,,,,
node,6149631960,54.7009692,25.257779,Elesen,,electronics,,,,,
node,6151726185,54.6746778,25.2891678,Ugnies Smuklė,pub,,,,,,
node,6154101985,54.6798129,25.2830453,optometrijos centras,,optician,,,,,
node,6157773785,54.6802012,25.2810281,Outlet boutique,,shoes,,,,,
node,6161949932,54.7459394,25.2207384,Ramirent Baltic AS Vilniaus filialas,,tool_hire,,,,,
node,6163353285,54.6866154,25.2832951,Kačių kavinė,cafe,,,,,,
node,6163716436,54.6977309,25.4291269,Admida,,convenience,,,,,
node,6174662701,54.6723874,25.2734497,8 Place,,hairdresser,,,,,
node,6174679339,54.673806,25.2721361,Vildora,,travel_agency,,,,,
node,6174679343,54.6744662,25.2718858,,,massage,,,,,
node,6174679345,54.6771755,25.2708814,Vikalsta,,doityourself,,,,,
node,6174679346,54.6727429,25.2725293,Techninė Knyga,,books,,,,,
node,6174679347,54.6746792,25.2717833,Sled Dogs Baltic,,pet,,,,,
node,6174679349,54.6781228,25.2704405,Lombas,,pawnbroker,,,,,
node,6178372795,54.6647397,25.2737349,Eoltas,,car_parts,,,,,
node,6183078687,54.6845142,25.27929,Selfish Bistro,restaurant,,,,,,
node,6183142041,54.6995413,25.2653163,iLunch,restaurant,,,,,,
node,6183142042,54.6965955,25.2797412,Fresh post,restaurant,,,,,,
node,6184513986,54.6748265,25.2891875,Lino pagunda,,gift,,,,,
node,6184829700,54.7142737,25.295352,FIŠ Kintai,,seafood,,,,,
node,6184829701,54.7140072,25.2976104,knygos.lt,,books,,,,,
node,6219633585,54.6804066,25.2815977,Super symmetry,,shoes,,,,,
node,6231777187,54.68662,25.2832779,Girta Bitė,bar,,,,,,
node,6239288885,54.6702073,25.2670941,FOKO studija,,photo,,,,,
node,6242104399,54.7140137,25.2727519,Maxima XXX,,supermarket,,,,,
node,6250384485,54.7004259,25.2596819,iLunch,cafe,,,,,,
node,6251223246,54.6945741,25.2880417,Pitarija „Fire Place“,restaurant,,,,,,
node,6251223247,54.6941525,25.2881812,Ibis kitchen,restaurant,,,,,,
node,6251223248,54.6917807,25.2880417,Sigmutė,restaurant,,,,,,
node,6251223249,54.6956685,25.2884655,Maisto ritmu,restaurant,,,,,,
node,6267535289,54.6331883,25.3054914,Vilniaus Logistikos centras,,,company,,,,
node,6282464120,54.7159318,25.3165503,Florisim,,florist,,,,,
node,6282467317,54.723063,25.2984067,"Grožio salonas ""Vizija""",,cosmetics,,,,,
node,6282470295,54.7094888,25.2850751,Misara,,jewelry,,,,,
node,6282471991,54.717541,25.3170585,Pizza Express,restaurant,,,,,,
node,6296186089,54.7094732,25.3021787,1a.lt,,,company,,,,
node,6314022607,54.7096335,25.2615946,Tele2,,mobile_phone,,,,,
node,6314022608,54.7095469,25.261688,Bitė,,mobile_phone,,,,,
node,6314025744,54.6998395,25.2652248,KPMG,,,accountant,,,,
node,6314025746,54.6704952,25.2608805,Ergo,,,insurance,,,,
node,6314027499,54.7094104,25.2618867,Bottlery,,wine,,,,,
node,6314027500,54.7093373,25.2617445,Kika,,pet,,,,,
node,6314031104,54.7100773,25.261116,Pandora,,jewelry,,,,,
node,6314038451,54.710445,25.2611746,CaifCafe,cafe,,,,,,
node,6314038453,54.7102132,25.2615734,Zara Home,,interior_decoration,,,,,
node,6314073641,54.7113218,25.2659462,Pull & Bear,,clothes,,,,,
node,6314073642,54.7095314,25.2619604,Lindex,,clothes,,,,,
node,6314073644,54.7113175,25.2649783,Esprit,,clothes,,,,,
node,6314073647,54.7109669,25.262763,Vision Express,,optician,,,,,
node,6314073648,54.711488,25.2658052,Stradivarius,,clothes,,,,,
node,6314073649,54.7108568,25.2631634,Aldo,,shoes,,,,,
node,6314073650,54.7112855,25.2643946,Sizeer,,shoes,,,,,
node,6314073652,54.7108382,25.2633597,Drogas,,chemist,,,,,
node,6314073654,54.7108272,25.2630771,Galerija,,clothes,,,,,
node,6314073655,54.7112504,25.2642968,Superdry,,clothes,,,,,
node,6314191644,54.7098115,25.2619433,Calzedonia,,clothes,,,,,
node,6314191647,54.7094395,25.2618589,Mon Ami,cafe,,,,,,
node,6314191648,54.7097413,25.2617461,Apranga,,clothes,,,,,
node,6314366128,54.6795644,25.2574114,Basa pieva,kindergarten,,,,,,
node,6314468409,54.6731068,25.2742673,Auksinis drakonas,,pawnbroker,,,,,
node,6314468410,54.7111389,25.2559115,Lapinas,,car_repair,,,,,
node,6314468412,54.6730176,25.2748461,Martina,,chemist,,,,,
node,6314468416,54.6730361,25.2745473,Vilniaus alus,,alcohol,,,,,
node,6314468419,54.6730246,25.274307,Grožio,,beauty,,,,,
node,6314468422,54.6765199,25.2490322,Pro Colore dažų salonas,,interior_decoration,,,,,
node,6314468426,54.673038,25.2746962,Vet1,,pet,,,,,
node,6314468428,54.6731119,25.2743335,,,electronics,,,,,
node,6314468432,54.6730463,25.2747744,Linos Artelė,,tailor,,,,,
node,6314468435,54.6730316,25.2744151,Gėlių sostinė,,florist,,,,,
node,6314473782,54.6744481,25.2747582,Siberian Health,,health_food,,,,,
node,6314473783,54.6745507,25.2747329,Biznio abėcėlė,,copyshop,,,,,
node,6314477034,54.6754768,25.2748409,,,,government,,,,
node,6314495583,54.6762901,25.274521,F-travel,,travel_agency,,,,,
node,6314743473,54.6711245,25.2592179,,charging_station,,,,,,
node,6316143708,54.6427762,25.2808788,Švyturys,bar,,,,,,
node,6318787601,54.6724948,25.2827499,Avokado,fast_food,,,,,,
node,6321291274,54.6671645,25.2542022,Šarūno autoservisas,,car_repair,,,,,
node,6321398725,54.6508644,25.271033,Loop,,,,,,hotel,
node,6341691384,54.7241133,25.3351047,Turkish kebab,fast_food,,,,,,
node,6347781477,54.7277218,25.2362528,ITdarbai,,computer,,,,,
node,6350835522,54.7396289,25.2786038,Mažutėliams,kindergarten,,,,,,
node,6356214292,54.7243736,25.3197309,Almana,,florist,,,,,
node,6356485956,54.6805228,25.2740106,Caffeine,cafe,,,,,,
node,6370371204,54.7542246,25.2649552,Maxima,,supermarket,,,,,
node,6384938414,54.6339772,25.2647044,Rytas,,agrarian,,,,,
node,6393613085,54.6938288,25.2767807,Livinn sveiki produktai,,greengrocer,,,,,
node,6395813927,54.7154934,25.2484211,Maxima X,,supermarket,,,,,
node,6396441987,54.6794341,25.2882074,MaxMara,,clothes,,,,,
node,6400457959,54.6974182,25.2786977,iLunch,restaurant,,,,,,
node,6409164392,54.6475197,25.2115485,Singlis UAB,,,company,,,,
node,6417318394,54.6933297,25.2819445,Kebab n Curry,restaurant,,,,,,
node,6432394421,54.7108523,25.182889,Lakėdė,,,company,,,,
node,6432487359,54.7065238,25.1872012,Pilaitės Kirpykla Orchidėja,,hairdresser,,,,,
node,6432487360,54.7065788,25.1870654,Bravo Alco,,alcohol,,,,,
node,6432487361,54.7064645,25.1870191,Darbužiai visai šeimai,,clothes,,,,,
node,6432487363,54.7069779,25.1847749,Šeimos kirpykla,,hairdresser,,,,,
node,6432487364,54.7070979,25.184428,Gėlės,,florist,,,,,
node,6432487369,54.7075025,25.1831152,"Rūbų siuvimas, taisymas",,tailor,,,,,
node,6432487371,54.7108998,25.1828005,Lakedė,,hardware,,,,,
node,6432487372,54.7108967,25.1829578,PCBbaltic,,electronics,,,,,
node,6441096378,54.6678584,25.2848305,,parking,,,,,,
node,6449265034,54.6829231,25.2957845,Vandentiekio istorijos muziejus,,,,,,museum,
node,6466145086,54.6824248,25.2802696,De Žavu - vintažo butikas,,clothes,,,,,
node,6467643475,54.7055741,25.1823059,Beata,,beauty,,,,,
node,6477064995,54.6301787,25.255957,Vanvliet,,florist,,,,,
node,6483605894,54.6692552,25.259607,Caif Cafe,cafe,,,,,,
node,6483605895,54.6693468,25.2598838,Maxima Bistro,cafe,,,,,,
node,6501838305,54.674487,25.2695632,Senoji trobelė,restaurant,,,,,,
node,6501838306,54.6742445,25.2688855,Valgykla „Žilva“,restaurant,,,,,,
node,6504545652,54.694521,25.305225,"Bacchus, grilio namai",restaurant,,,,,,
node,6505759386,54.6782886,25.278068,Chaika,cafe,,,,,,
node,6509568587,54.6261546,25.2495069,Double bistro,fast_food,,,,,,
node,6537523558,54.6735438,25.0817066,Pas Sandrą,cafe,,,,,,
node,6548344290,54.694068,25.2764383,Narvesen,,kiosk,,,,,
node,6549951303,54.6725639,25.2759595,AstvaHunt,,travel_agency,,,,,
node,6550779224,54.7069973,25.1823297,Admi,,,company,,,,
node,6550779225,54.7069973,25.1823887,Naujoji PIlaitė,,,company,,,,
node,6550970420,54.6528872,25.277346,Florisima,,florist,,,,,
node,6550970422,54.6528812,25.276983,,,hairdresser,,,,,
node,6550970423,54.6515081,25.2772233,Kulik Systems,,furniture,,,,,
node,6550970424,54.6518367,25.2772224,Pet City,,pet,,,,,
node,6550970427,54.6535723,25.277565,Kika,,pet,,,,,
node,6550970428,54.653204,25.2772744,,,mobile_phone,,,,,
node,6550970429,54.6516394,25.2770742,Caif Cafe,cafe,,,,,,
node,6550970430,54.6515885,25.2768967,Woll,,houseware,,,,,
node,6550970431,54.6518216,25.2772105,Gerduva,,houseware,,,,,
node,6550970433,54.6517093,25.2772083,Top Shop,,houseware,,,,,
node,6550970434,54.6531548,25.2774425,Given,,jewelry,,,,,
node,6550970435,54.6537545,25.2773653,Eurokos,,cosmetics,,,,,
node,6550970436,54.652972,25.2773577,Vynoteka,,wine,,,,,
node,6550970437,54.6528209,25.277212,Timebar,,watches,,,,,
node,6550970438,54.6516791,25.2769171,Pier,,interior_decoration,,,,,
node,6550970439,54.6518679,25.2769627,JYSK,,houseware,,,,,
node,6564914917,54.7964522,25.3973302,"Maisto produktai, gėrimai",,convenience,,,,,
node,6567319081,54.6493359,25.2218896,"Gotas, Vilniaus Savanorių pr. filialas",,tool_hire,,,,,
node,6567355266,54.6784804,25.3170168,"Gotas, Vilniaus Markučių filialas",,tool_hire,,,,,
node,6576681385,54.6822096,25.281829,VŠĮ Arbatos centras,,,company,,,,
node,6576724692,54.676875,25.2761047,Fumosumo,bar,,,,,,
node,6576837088,54.7400917,25.2750914,Lauros grožio namai,,hairdresser,,,,,
node,6576859387,54.692373,25.2704872,Skrendu.lt,,travel_agency,,,,,
node,6576862986,54.6922994,25.2703563,Lėktuvų bilietai,,travel_agency,,,,,
node,6576887986,54.7015503,25.3043439,Estetinės medicinos klinika,,cosmetics,,,,,
node,6580335545,54.6935791,25.2506759,Žvėryno PUB,restaurant,,,,,,
node,6591969459,54.6668419,25.2138483,Liux pizza,fast_food,,,,,,
node,6622537586,54.6767219,25.2715563,Lietuvos gamtos fondas,,,ngo,,,,
node,6622537685,54.6765644,25.2715862,Algirdo 24,restaurant,,,,,,
node,6627688685,54.6849244,25.2928632,Upė,restaurant,,,,,,
node,6631809786,54.7133718,25.2959673,Chinkalnia,restaurant,,,,,,
node,6634962486,54.6946179,25.2928021,Jehovos liudytojų karalystės salė,place_of_worship,,,,,,
node,6635000785,54.7156504,25.2933114,"UAB ""Vilkonda"", 2DI",,,company,,,,
node,6641318520,54.724194,25.2430303,Varle,,electronics,,,,,
node,6657646326,54.712152,25.2956557,Lauresta - roletų ir žaliuzių centras,,window_blind,,,,,
node,6658686786,54.6689751,25.2619066,Studijosnuoma.lt,,photo,,,,,
node,6679926996,54.6779113,25.3159399,Harley-Davidson Vilnius,,motorcycle,,,,,
node,6690369811,54.7781088,25.3415671,Gėlių stilius,,florist,,,,,
node,6690369812,54.7780562,25.341551,Biržų duona,,bakery,,,,,
node,6690369814,54.7779588,25.3414947,Pas Tą,restaurant,,,,,,
node,6691302585,54.6841613,25.2897739,Wine & Smile Wine shop,,wine,,,,,
node,6705353385,54.6995314,25.2840412,Chacápuri,restaurant,,,,,,
node,6721194773,54.6875061,25.2816946,Lidl,,supermarket,,,,,
node,6738948259,54.7190049,25.2843148,Aktyvus judėjimas,clinic,,,,,,
node,6741919513,54.6889227,25.2681867,Vero Cafe,cafe,,,,,,
node,6741919514,54.6884458,25.267793,RIMI Express,,convenience,,,,,
node,6743523640,54.700489,25.2694505,Tudu,clinic,,,,,,
node,6743621844,54.6879849,25.2635241,Daily Poison - Coffee & Breakfast Club,cafe,,,,,,
node,6744535183,54.6784776,25.2877641,Botanist,bar,,,,,,
node,6766171643,54.6790707,25.2555436,RDE.LT,,electronics,,,,,
node,6766216994,54.6792187,25.2560566,Clinic in,,beauty,,,,,
node,6766973577,54.6781118,25.2729734,Buržua,,hairdresser,,,,,
node,6766973578,54.6780257,25.2725447,12,cafe,,,,,,
node,6766973579,54.678129,25.2730847,Tele2,,mobile_phone,,,,,
node,6766973580,54.6780977,25.2728357,Vaga,,books,,,,,
node,6766973581,54.6779189,25.2725562,Cascada,,hairdresser_supply,,,,,
node,6768838304,54.6678279,25.2648297,Double pizza & sushi,fast_food,,,,,,
node,6768838306,54.667999,25.2647172,Neste,fuel,,,,,,
node,6769259670,54.6755977,25.2578565,Telia,,mobile_phone,,,,,
node,6774165831,54.6755417,25.2572825,Kika,,pet,,,,,
node,6774165832,54.6755132,25.257116,,,bakery,,,,,
node,6774165833,54.6755449,25.2573648,,,gift,,,,,
node,6774165834,54.675403,25.2564751,Pepco,,clothes,,,,,
node,6774165835,54.6754652,25.2570609,Vilniaus Juvelyrika,,jewelry,,,,,
node,6774165838,54.6755538,25.2574515,,,dry_cleaning,,,,,
node,6775487907,54.6690698,25.2591109,Vizija,,hairdresser,,,,,
node,6775487908,54.6714094,25.2677614,PetKing,,laundry,,,,,
node,6775487912,54.6702438,25.2616351,,,appliance,,,,,
