osm_type,osm_id,lat,lon,poi_type,functional_group,name,seniunija,seniunija_nr,cluster
node,31453209,54.6879651,25.2757668,amenity:restaurant,leisure,Neringa Restoranas,Naujamiestis,17.0,67
node,32148955,54.6878712,25.2801976,amenity:parking,transport,,Senamiestis,16.0,67
node,32869222,54.6710312,25.1921158,amenity:fuel,transport,Circle K 1-2-3,Lazdynai,11.0,-1
node,44583604,54.7218202,25.2447701,shop:supermarket,retail,Iki,Fabijoniškės,4.0,68
node,44835334,54.676941,25.2804703,amenity:parking,transport,,Senamiestis,16.0,67
node,55389132,54.6943997,25.2780955,tourism:hotel,leisure,Best Western Vilnius,Šnipiškės,3.0,69
node,266514235,54.687516,25.278459,amenity:fast_food,leisure,McDonald's,Naujamiestis,17.0,67
node,266515825,54.6820952,25.2801335,amenity:parking,transport,,Senamiestis,16.0,67
node,267146837,54.6964118,25.2767679,shop:supermarket,retail,Iki,Šnipiškės,3.0,69
node,267148892,54.6944308,25.2821218,tourism:hotel,leisure,Holiday Inn Vilnius,Šnipiškės,3.0,69
node,267533450,54.679684,25.2784203,amenity:university,education,Vilniaus Gedimino technikos universiteto Architektūros fakultetas,Senamiestis,16.0,67
node,267533451,54.7279775,25.348838,amenity:university,education,Vilniaus Gedimino technikos universiteto Elektronikos fakultetas,Antakalnis,13.0,-1
node,268059143,54.7095264,25.2604451,shop:supermarket,retail,Maxima XXXX,Šeškinė,5.0,70
node,268619745,54.7128557,25.2988975,shop:bicycle,retail,Geras dviratis,Žirmūnai,2.0,71
node,268620182,54.7318761,25.2374064,shop:bicycle,retail,Umarai,Fabijoniškės,4.0,72
node,268620376,54.734829,25.2345542,shop:bicycle,retail,R. Mališkos dviračių taisykla,Fabijoniškės,4.0,72
node,268631673,54.6806297,25.2822638,amenity:restaurant,leisure,San Valentino,Senamiestis,16.0,67
node,268631747,54.6801745,25.279593,shop:pottery,retail,Esea House,Senamiestis,16.0,67
node,268631931,54.6815214,25.2808191,amenity:restaurant,leisure,Balti drambliai,Senamiestis,16.0,67
node,268633617,54.686179,25.2793903,amenity:restaurant,leisure,Pomodoro Pizza & Pasta,Senamiestis,16.0,67
node,268633631,54.6860814,25.2793807,amenity:cafe,leisure,Caffeine,Senamiestis,16.0,67
node,268633673,54.685645,25.2793403,amenity:restaurant,leisure,Da Antonio,Senamiestis,16.0,67
node,268636070,54.6864819,25.2857945,amenity:restaurant,leisure,Senatorių kolonos,Senamiestis,16.0,67
node,273153358,54.6920938,25.2206267,tourism:hotel,leisure,Karolina Park Hotel,Karoliniškės,10.0,73
node,273153591,54.6925093,25.2213239,shop:supermarket,retail,Maxima XX,Karoliniškės,10.0,73
node,276234902,54.6828594,25.2586075,amenity:university,education,Vilniaus Universiteto Medicinos Fakultetas,Naujamiestis,17.0,67
node,303767078,54.6616046,25.2728057,amenity:parking,transport,,Naujininkai,19.0,74
node,308815274,54.7034247,25.3094469,shop:supermarket,retail,IKI Neris,Antakalnis,13.0,75
node,309668683,54.7095339,25.1015217,amenity:parking,transport,,,,1
node,314627775,54.7167905,25.2289479,shop:supermarket,retail,Maxima X,Justiniškės,8.0,76
node,318685181,54.7801905,25.0852229,amenity:parking,transport,,,,-1
node,322064977,54.7236858,25.2496479,office:company,work,Fabeta,Fabijoniškės,4.0,77
node,322065260,54.7244601,25.2498104,shop:supermarket,retail,Maxima X,Fabijoniškės,4.0,77
node,322065694,54.7249498,25.2497766,shop:copyshop,retail,Copy1,Fabijoniškės,4.0,77
node,322779034,54.7254822,25.2442294,tourism:hotel,leisure,A5,Fabijoniškės,4.0,68
node,322783843,54.7227737,25.2537221,shop:car_repair,retail,IMEXCOM,Fabijoniškės,4.0,78
node,322784139,54.7235455,25.2550954,office:telecommunication,work,Init,Fabijoniškės,4.0,78
node,322937618,54.6704405,25.2820095,shop:supermarket,retail,IKI Stotis,Naujamiestis,17.0,67
node,323769223,54.6783558,25.2772884,amenity:cafe,leisure,Tabera,Senamiestis,16.0,67
node,325089725,54.6805282,25.2929064,amenity:restaurant,leisure,Užupio kavinė,Senamiestis,16.0,67
node,325092832,54.682186,25.2913077,amenity:restaurant,leisure,Vyninė Saint Germain,Senamiestis,16.0,67
node,325110896,54.6862102,25.279033,office:diplomatic,work,Filipinų Respublikos generalinis konsulatas,Senamiestis,16.0,67
node,325111183,54.6844176,25.2773502,amenity:bar,leisure,Istorijos baras,Senamiestis,16.0,67
node,325124121,54.6873763,25.2770298,amenity:theatre,leisure,Vilniaus Mažasis Teatras,Naujamiestis,17.0,67
node,325165031,54.6856073,25.2847902,amenity:restaurant,leisure,Sue's Indian Raja,Senamiestis,16.0,67
node,325167470,54.6854387,25.28467,amenity:restaurant,leisure,Zoe's Bar & Grill,Senamiestis,16.0,67
node,325174124,54.6824627,25.2894325,tourism:hotel,leisure,Hotel Narutis,Senamiestis,16.0,67
node,325175308,54.6830866,25.2893825,shop:convenience,retail,Aibė,Senamiestis,16.0,67
node,325180285,54.6835756,25.2917904,tourism:hotel,leisure,Shakespeare Boutique Hotel,Senamiestis,16.0,67
node,325183408,54.6830285,25.2906805,tourism:museum,leisure,Gintaro galerija-muziejus,Senamiestis,16.0,67
node,325183533,54.6833738,25.2916966,tourism:museum,leisure,Adomo Mickevičiaus memorialinis muziejus,Senamiestis,16.0,67
node,325194220,54.6819145,25.2924619,tourism:hotel,leisure,Best Eastern Mabre Residence Hotel,Senamiestis,16.0,67
node,325204798,54.673699,25.2882308,tourism:hotel,leisure,City Gate,Senamiestis,16.0,67
node,411301451,54.6895879,25.2114465,amenity:restaurant,leisure,Būga Sotu,Karoliniškės,10.0,79
node,425663298,54.6997889,25.2567189,amenity:parking,transport,Panorama parking,Žvėrynas,6.0,80
node,427910141,54.688023,25.2706894,tourism:museum,leisure,Okupacijų ir laisvės kovų muziejus,Naujamiestis,17.0,67
node,441284597,54.6807049,25.2664925,amenity:restaurant,leisure,American pizza burger,Naujamiestis,17.0,67
node,441284599,54.6779996,25.255261,amenity:restaurant,leisure,Čili pica,Naujamiestis,17.0,67
node,441284607,54.6754962,25.2572782,amenity:restaurant,leisure,Pizza Jazz,Naujamiestis,17.0,67
node,441292042,54.681325,25.2851865,amenity:restaurant,leisure,Cozy,Senamiestis,16.0,67
node,441297285,54.7363736,25.2944151,amenity:parking,transport,,Antakalnis,13.0,-1
node,441605731,54.687813,25.2599791,shop:supermarket,retail,IKI Jasinskio,Naujamiestis,17.0,67
node,441900158,54.6794371,25.2676583,shop:convenience,retail,IKI Express Vivulskio,Naujamiestis,17.0,67
node,444903290,54.6819288,25.2781001,amenity:pub,leisure,JJ,Senamiestis,16.0,67
node,445605454,54.6824497,25.2878461,amenity:cafe,leisure,Universiteto kavinė,Senamiestis,16.0,67
node,461664725,54.7217588,25.244681,amenity:restaurant,leisure,Čili pica,Fabijoniškės,4.0,68
node,461890146,54.6679387,25.2609796,amenity:parking,transport,,Naujamiestis,17.0,67
node,475533341,54.6744398,25.2144026,amenity:cafe,leisure,Prusakovų užkandinė,Lazdynai,11.0,81
node,497089899,54.706949,25.1763551,shop:supermarket,retail,Maxima X,Pilaitė,12.0,2
node,501575749,54.6961112,25.2772922,amenity:restaurant,leisure,Miyako,Šnipiškės,3.0,69
node,501575752,54.6961719,25.2767915,amenity:restaurant,leisure,Fortas,Šnipiškės,3.0,69
node,515621067,54.6803317,25.2950211,shop:supermarket,retail,IKI Express Užupis,Senamiestis,16.0,67
node,533903405,54.6946255,25.2648996,amenity:university,education,"MII, VU TFAI",Naujamiestis,17.0,-1
node,534620212,54.6716467,25.2855907,amenity:parking,transport,,Naujamiestis,17.0,67
node,534620214,54.6719264,25.2844778,amenity:parking,transport,,Senamiestis,16.0,67
node,559086754,54.6773356,25.2670663,tourism:hotel,leisure,Corner hotel,Naujamiestis,17.0,67
node,567490575,54.6441776,25.0659185,shop:convenience,retail,Maisto prekės,,,-1
node,568522578,54.6764155,25.2748378,amenity:restaurant,leisure,Mziuri,Naujamiestis,17.0,67
node,568522579,54.6808124,25.2700383,amenity:restaurant,leisure,Pekino antis,Naujamiestis,17.0,67
node,568522581,54.6809823,25.2699918,amenity:restaurant,leisure,Meksika,Naujamiestis,17.0,67
node,583426196,54.7232,25.295008,shop:car,retail,Tekstara,Žirmūnai,2.0,82
node,614688944,54.7002161,25.3097732,shop:car_repair,retail,Ratų remontas,Antakalnis,13.0,75
node,616255907,54.6786616,25.2704024,amenity:restaurant,leisure,Fortas,Naujamiestis,17.0,67
node,621117351,54.7095649,25.3007111,shop:doityourself,retail,Senukai,Žirmūnai,2.0,71
node,621117353,54.7098371,25.3022463,shop:supermarket,retail,IKI Senukai,Žirmūnai,2.0,71
node,621129002,54.6936373,25.2689725,amenity:pub,leisure,Alaus namai,Naujamiestis,17.0,67
node,621139003,54.6758523,25.2883187,amenity:bar,leisure,In vino,Senamiestis,16.0,67
node,621141365,54.6766319,25.2868285,amenity:pub,leisure,Bix,Senamiestis,16.0,67
node,621141366,54.6764695,25.2895043,amenity:pub,leisure,Apuokas,Senamiestis,16.0,67
node,622354122,54.6349699,25.2764143,amenity:parking,transport,,Naujininkai,19.0,189
node,640410417,54.6935553,25.2765736,amenity:restaurant,leisure,Can Can Pizza,Šnipiškės,3.0,69
node,648544758,54.6732788,25.0810909,shop:convenience,retail,Koops,Grigiškės,21.0,3
node,648544759,54.6698184,25.0944249,amenity:fast_food,leisure,Fokus pica,Grigiškės,21.0,4
node,648549290,54.6729399,25.2458061,shop:butcher,retail,Cesta,Vilkpėdė,18.0,67
node,654567166,54.6799449,25.2837819,shop:supermarket,retail,Iki Express Vokiečių,Senamiestis,16.0,67
node,659908767,54.639918,25.1849071,shop:car_repair,retail,Džipų dalys,Paneriai,20.0,-1
node,659990695,54.6774066,25.0790151,shop:car_repair,retail,Vega,Grigiškės,21.0,3
node,660285948,54.6696535,25.1027495,shop:car_repair,retail,,Grigiškės,21.0,4
node,660327121,54.6713147,25.2427013,shop:convenience,retail,Panerys,Vilkpėdė,18.0,83
node,660468693,54.6808199,25.2733441,amenity:restaurant,leisure,Teatro kavinė,Senamiestis,16.0,67
node,660468694,54.6800829,25.2754147,shop:deli,retail,Sapore Italia,Senamiestis,16.0,67
node,660878559,54.6901926,25.2640974,amenity:restaurant,leisure,Geltonasis submarinas,Naujamiestis,17.0,67
node,661430990,54.7431814,25.2784184,shop:supermarket,retail,IKI Jeruzalė,Verkiai,1.0,84
node,661431005,54.7437423,25.2770398,amenity:restaurant,leisure,Medžiotojų restoranas,Verkiai,1.0,84
node,663066484,54.6748965,25.2530074,other:unknown,other,Impuls,Naujamiestis,17.0,67
node,663201958,54.6863006,25.2790687,office:diplomatic,work,Kanados ambasados skyrius,Senamiestis,16.0,67
node,663301424,54.6836255,25.2134716,amenity:fast_food,leisure,HASO kebabai,Lazdynai,11.0,85
node,663887264,54.6727441,25.2454481,shop:beauty,retail,Drogas,Vilkpėdė,18.0,67
node,663887265,54.6726744,25.2452737,shop:books,retail,Vaga,Vilkpėdė,18.0,67
node,664390292,54.6736552,25.2473416,amenity:parking,transport,,Vilkpėdė,18.0,67
node,666467509,54.6762022,25.2520304,amenity:restaurant,leisure,Kinų broliai,Naujamiestis,17.0,67
node,668081181,54.6973135,25.2990269,amenity:restaurant,leisure,Čili pizza,Žirmūnai,2.0,86
node,669016136,54.6975351,25.3000686,amenity:fast_food,leisure,Spartuko kebabai,Žirmūnai,2.0,86
node,669545269,54.6839405,25.2896597,tourism:hotel,leisure,Atrium,Senamiestis,16.0,67
node,669545288,54.6851693,25.2852001,amenity:restaurant,leisure,Stebuklai,Senamiestis,16.0,67
node,669545324,54.6869755,25.2846296,shop:florist,retail,Flower boutique,Senamiestis,16.0,67
node,669545458,54.6827215,25.2868182,amenity:theatre,leisure,VU kiemo teatras,Senamiestis,16.0,67
node,669874843,54.710402,25.287389,amenity:restaurant,leisure,Public,Žirmūnai,2.0,71
node,669876354,54.6944048,25.2768446,amenity:restaurant,leisure,Didžioji Kinija,Šnipiškės,3.0,69
node,669923987,54.6904287,25.2802393,tourism:hotel,leisure,Congress,Senamiestis,16.0,67
node,672168304,54.7084405,25.3133872,shop:supermarket,retail,Rimi „Antakalnis“,Antakalnis,13.0,75
node,672168417,54.7146483,25.3162306,amenity:fast_food,leisure,Antakalnio kebabai,Antakalnis,13.0,75
node,673728787,54.6831373,25.212935,shop:supermarket,retail,Maxima X,Lazdynai,11.0,85
node,674109175,54.6739724,25.2870763,shop:supermarket,retail,Maxima X,Senamiestis,16.0,67
node,674114335,54.6780486,25.2877829,shop:convenience,retail,Rimi Express,Senamiestis,16.0,67
node,674724829,54.7344715,25.2544392,amenity:restaurant,leisure,Fabai,Fabijoniškės,4.0,87
node,676534066,54.740225,25.275111,amenity:restaurant,leisure,Čili pizza,Verkiai,1.0,88
node,679352863,54.6899363,25.2620697,amenity:restaurant,leisure,Asia Tasty,Naujamiestis,17.0,67
node,679367563,54.6915395,25.2637272,amenity:restaurant,leisure,Centro kolonos,Naujamiestis,17.0,67
node,679520007,54.7118716,25.2641654,shop:doityourself,retail,Ermitažas,Šeškinė,5.0,70
node,679658796,54.6780719,25.2553227,amenity:theatre,leisure,Domino teatras,Naujamiestis,17.0,67
node,690837066,54.6764683,25.2716722,tourism:hotel,leisure,City Hotels Algirdas,Naujamiestis,17.0,67
node,692271691,54.7148352,25.2759419,amenity:fast_food,leisure,KFC,Verkiai,1.0,71
node,692271693,54.7147106,25.2757857,amenity:fast_food,leisure,Thai Wok,Verkiai,1.0,71
node,692271698,54.7146833,25.2757292,amenity:fast_food,leisure,Radharanė,Verkiai,1.0,71
node,692275886,54.7146679,25.2755391,shop:books,retail,Vaga,Verkiai,1.0,71
node,695828109,54.6704405,25.2827136,shop:travel_agency,retail,Ecolines bilietų kasa,Naujamiestis,17.0,67
node,696783532,54.6786696,25.2783707,shop:convenience,retail,IKI Express Pylimo,Senamiestis,16.0,67
node,696783534,54.6789764,25.2781607,amenity:bar,leisure,Somm,Senamiestis,16.0,67
node,696855008,54.6888666,25.2530213,amenity:restaurant,leisure,Flamingo,Žvėrynas,6.0,89
node,696855013,54.6889684,25.2530076,tourism:hotel,leisure,Flamingo,Žvėrynas,6.0,89
node,701921693,54.6934222,25.2511299,shop:supermarket,retail,Maxima X,Žvėrynas,6.0,80
node,701965925,54.7009061,25.2578039,shop:supermarket,retail,Rimi Hypermarket,Žvėrynas,6.0,80
node,703507046,54.6846752,25.2886371,office:government,work,Lietuvos Respublikos vidaus reikalų ministerija,Senamiestis,16.0,67
node,714293575,54.7119622,25.3009921,amenity:restaurant,leisure,Domino's Pizza „Žirmūnai“,Žirmūnai,2.0,71
node,718393600,54.7125393,25.2718897,amenity:parking,transport,,Šnipiškės,3.0,71
node,720589376,54.7026285,25.3035377,amenity:fast_food,leisure,Pizza Express,Žirmūnai,2.0,90
node,724263003,54.6677899,25.2842344,shop:supermarket,retail,Maxima X,Naujininkai,19.0,173
node,724279485,54.6727315,25.2792414,shop:supermarket,retail,IKI Express Šopeno,Senamiestis,16.0,67
node,724284725,54.6739861,25.2850515,shop:books,retail,J. Masiulio knygynas,Senamiestis,16.0,67
node,724292685,54.6724256,25.2869138,shop:deli,retail,Pastopoly,Senamiestis,16.0,67
node,724559856,54.6782878,25.2741713,other:unknown,other,Fitlife,Senamiestis,16.0,67
node,738536824,54.7079381,25.2956792,amenity:pub,leisure,Alaus studija,Žirmūnai,2.0,71
node,738778914,54.6707449,25.2606942,tourism:hotel,leisure,Ponas Tadas,Naujamiestis,17.0,67
node,738779274,54.6707261,25.2605764,amenity:restaurant,leisure,Ponas Tadas,Naujamiestis,17.0,67
node,741449545,54.7288952,25.3744465,amenity:fast_food,leisure,Pizza Express,Antakalnis,13.0,5
node,742889080,54.6676954,25.2722956,amenity:fast_food,leisure,Express Pizza,Naujamiestis,17.0,-1
node,757387301,54.7044798,25.2157942,amenity:fast_food,leisure,Troleibusų parko valgykla,Viršuliškės,9.0,-1
node,758635879,54.7013166,25.3090447,shop:electronics,retail,Fedingas,Antakalnis,13.0,75
node,758725750,54.7321802,25.2452358,shop:supermarket,retail,Hyper RIMI „Mandarinas“,Fabijoniškės,4.0,91
